year,reference_period,data_item,value,unit
2014,APR,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",1.27,$ / DOZEN
2014,AUG,"CHICKENS, BROILERS - PRICE RECEIVED, MEASURED IN $ / LB",0.6,$ / LB
2014,AUG,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",1.07,$ / DOZEN
2014,DEC,"CHICKENS, BROILERS - PRICE RECEIVED, MEASURED IN $ / LB",0.58,$ / LB
2014,DEC,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",1.75,$ / DOZEN
2014,FEB,"CHICKENS, BROILERS - PRICE RECEIVED, MEASURED IN $ / LB",0.55,$ / LB
2014,FEB,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",1.4,$ / DOZEN
2014,JAN,"CHICKENS, BROILERS - PRICE RECEIVED, MEASURED IN $ / LB",0.57,$ / LB
2014,JAN,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",1.11,$ / DOZEN
2014,JUL,"CHICKENS, BROILERS - PRICE RECEIVED, MEASURED IN $ / LB",0.66,$ / LB
2014,JUL,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",1.24,$ / DOZEN
2014,JUN,"CHICKENS, BROILERS - PRICE RECEIVED, MEASURED IN $ / LB",0.7,$ / LB
2014,JUN,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",1.09,$ / DOZEN
2014,MAR,"CHICKENS, BROILERS - PRICE RECEIVED, MEASURED IN $ / LB",0.65,$ / LB
2014,MAR,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",1.23,$ / DOZEN
2014,MAY,"CHICKENS, BROILERS - PRICE RECEIVED, MEASURED IN $ / LB",0.73,$ / LB
2014,MAY,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",1.17,$ / DOZEN
2014,NOV,"CHICKENS, BROILERS - PRICE RECEIVED, MEASURED IN $ / LB",0.63,$ / LB
2014,NOV,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",1.51,$ / DOZEN
2014,OCT,"CHICKENS, BROILERS - PRICE RECEIVED, MEASURED IN $ / LB",0.65,$ / LB
2014,OCT,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",1.14,$ / DOZEN
2014,SEP,"CHICKENS, BROILERS - PRICE RECEIVED, MEASURED IN $ / LB",0.66,$ / LB
2014,SEP,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",1.04,$ / DOZEN
2014,YEAR,"CHICKENS, BROILERS - PRICE RECEIVED, MEASURED IN $ / LB",0.638,$ / LB
2014,YEAR,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",1.25,$ / DOZEN
2015,APR,"CHICKENS, BROILERS - PRICE RECEIVED, MEASURED IN $ / LB",0.64,$ / LB
2015,APR,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",1.08,$ / DOZEN
2015,AUG,"CHICKENS, BROILERS - PRICE RECEIVED, MEASURED IN $ / LB",0.47,$ / LB
2015,AUG,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",2.39,$ / DOZEN
2015,DEC,"CHICKENS, BROILERS - PRICE RECEIVED, MEASURED IN $ / LB",0.47,$ / LB
2015,DEC,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",1.24,$ / DOZEN
2015,FEB,"CHICKENS, BROILERS - PRICE RECEIVED, MEASURED IN $ / LB",0.54,$ / LB
2015,FEB,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",1.29,$ / DOZEN
2015,JAN,"CHICKENS, BROILERS - PRICE RECEIVED, MEASURED IN $ / LB",0.6,$ / LB
2015,JAN,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",1.24,$ / DOZEN
2015,JUL,"CHICKENS, BROILERS - PRICE RECEIVED, MEASURED IN $ / LB",0.51,$ / LB
2015,JUL,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",1.9,$ / DOZEN
2015,JUN,"CHICKENS, BROILERS - PRICE RECEIVED, MEASURED IN $ / LB",0.62,$ / LB
2015,JUN,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",2.0,$ / DOZEN
2015,MAR,"CHICKENS, BROILERS - PRICE RECEIVED, MEASURED IN $ / LB",0.59,$ / LB
2015,MAR,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",1.54,$ / DOZEN
2015,MAY,"CHICKENS, BROILERS - PRICE RECEIVED, MEASURED IN $ / LB",0.65,$ / LB
2015,MAY,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",1.73,$ / DOZEN
2015,NOV,"CHICKENS, BROILERS - PRICE RECEIVED, MEASURED IN $ / LB",0.42,$ / LB
2015,NOV,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",2.0,$ / DOZEN
2015,OCT,"CHICKENS, BROILERS - PRICE RECEIVED, MEASURED IN $ / LB",0.41,$ / LB
2015,OCT,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",1.43,$ / DOZEN
2015,SEP,"CHICKENS, BROILERS - PRICE RECEIVED, MEASURED IN $ / LB",0.43,$ / LB
2015,SEP,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",1.89,$ / DOZEN
2015,YEAR,"CHICKENS, BROILERS - PRICE RECEIVED, MEASURED IN $ / LB",0.529,$ / LB
2015,YEAR,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",1.64,$ / DOZEN
2016,APR,"CHICKENS, BROILERS - PRICE RECEIVED, MEASURED IN $ / LB",0.51,$ / LB
2016,APR,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",0.68,$ / DOZEN
2016,AUG,"CHICKENS, BROILERS - PRICE RECEIVED, MEASURED IN $ / LB",0.44,$ / LB
2016,AUG,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",0.654,$ / DOZEN
2016,DEC,"CHICKENS, BROILERS - PRICE RECEIVED, MEASURED IN $ / LB",0.48,$ / LB
2016,DEC,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",1.21,$ / DOZEN
2016,FEB,"CHICKENS, BROILERS - PRICE RECEIVED, MEASURED IN $ / LB",0.46,$ / LB
2016,FEB,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",1.08,$ / DOZEN
2016,JAN,"CHICKENS, BROILERS - PRICE RECEIVED, MEASURED IN $ / LB",0.5,$ / LB
2016,JAN,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",1.18,$ / DOZEN
2016,JUL,"CHICKENS, BROILERS - PRICE RECEIVED, MEASURED IN $ / LB",0.51,$ / LB
2016,JUL,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",0.651,$ / DOZEN
2016,JUN,"CHICKENS, BROILERS - PRICE RECEIVED, MEASURED IN $ / LB",0.57,$ / LB
2016,JUN,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",0.541,$ / DOZEN
2016,MAR,"CHICKENS, BROILERS - PRICE RECEIVED, MEASURED IN $ / LB",0.48,$ / LB
2016,MAR,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",0.97,$ / DOZEN
2016,MAY,"CHICKENS, BROILERS - PRICE RECEIVED, MEASURED IN $ / LB",0.56,$ / LB
2016,MAY,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",0.552,$ / DOZEN
2016,NOV,"CHICKENS, BROILERS - PRICE RECEIVED, MEASURED IN $ / LB",0.44,$ / LB
2016,NOV,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",0.591,$ / DOZEN
2016,OCT,"CHICKENS, BROILERS - PRICE RECEIVED, MEASURED IN $ / LB",0.37,$ / LB
2016,OCT,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",0.513,$ / DOZEN
2016,SEP,"CHICKENS, BROILERS - PRICE RECEIVED, MEASURED IN $ / LB",0.42,$ / LB
2016,SEP,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",0.604,$ / DOZEN
2016,YEAR,"CHICKENS, BROILERS - PRICE RECEIVED, MEASURED IN $ / LB",0.478,$ / LB
2016,YEAR,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",0.769,$ / DOZEN
2017,APR,"CHICKENS, BROILERS - PRICE RECEIVED, MEASURED IN $ / LB",0.57,$ / LB
2017,APR,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",0.629,$ / DOZEN
2017,AUG,"CHICKENS, BROILERS - PRICE RECEIVED, MEASURED IN $ / LB",0.54,$ / LB
2017,AUG,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",0.744,$ / DOZEN
2017,DEC,"CHICKENS, BROILERS - PRICE RECEIVED, MEASURED IN $ / LB",0.5,$ / LB
2017,DEC,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",1.29,$ / DOZEN
2017,FEB,"CHICKENS, BROILERS - PRICE RECEIVED, MEASURED IN $ / LB",0.48,$ / LB
2017,FEB,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",0.621,$ / DOZEN
2017,JAN,"CHICKENS, BROILERS - PRICE RECEIVED, MEASURED IN $ / LB",0.49,$ / LB
2017,JAN,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",0.813,$ / DOZEN
2017,JUL,"CHICKENS, BROILERS - PRICE RECEIVED, MEASURED IN $ / LB",0.62,$ / LB
2017,JUL,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",0.819,$ / DOZEN
2017,JUN,"CHICKENS, BROILERS - PRICE RECEIVED, MEASURED IN $ / LB",0.66,$ / LB
2017,JUN,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",0.631,$ / DOZEN
2017,MAR,"CHICKENS, BROILERS - PRICE RECEIVED, MEASURED IN $ / LB",0.55,$ / LB
2017,MAR,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",0.783,$ / DOZEN
2017,MAY,"CHICKENS, BROILERS - PRICE RECEIVED, MEASURED IN $ / LB",0.66,$ / LB
2017,MAY,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",0.615,$ / DOZEN
2017,NOV,"CHICKENS, BROILERS - PRICE RECEIVED, MEASURED IN $ / LB",0.49,$ / LB
2017,NOV,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",1.38,$ / DOZEN
2017,OCT,"CHICKENS, BROILERS - PRICE RECEIVED, MEASURED IN $ / LB",0.48,$ / LB
2017,OCT,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",0.895,$ / DOZEN
2017,SEP,"CHICKENS, BROILERS - PRICE RECEIVED, MEASURED IN $ / LB",0.51,$ / LB
2017,SEP,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",1.09,$ / DOZEN
2017,YEAR,"CHICKENS, BROILERS - PRICE RECEIVED, MEASURED IN $ / LB",0.546,$ / LB
2017,YEAR,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",0.863,$ / DOZEN
2018,APR,"CHICKENS, BROILERS - PRICE RECEIVED, MEASURED IN $ / LB",0.65,$ / LB
2018,APR,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",1.16,$ / DOZEN
2018,AUG,"CHICKENS, BROILERS - PRICE RECEIVED, MEASURED IN $ / LB",0.49,$ / LB
2018,AUG,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",1.01,$ / DOZEN
2018,DEC,"CHICKENS, BROILERS - PRICE RECEIVED, MEASURED IN $ / LB",0.51,$ / LB
2018,DEC,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",1.08,$ / DOZEN
2018,FEB,"CHICKENS, BROILERS - PRICE RECEIVED, MEASURED IN $ / LB",0.52,$ / LB
2018,FEB,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",1.32,$ / DOZEN
2018,JAN,"CHICKENS, BROILERS - PRICE RECEIVED, MEASURED IN $ / LB",0.53,$ / LB
2018,JAN,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",1.15,$ / DOZEN
2018,JUL,"CHICKENS, BROILERS - PRICE RECEIVED, MEASURED IN $ / LB",0.67,$ / LB
2018,JUL,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",1.05,$ / DOZEN
2018,JUN,"CHICKENS, BROILERS - PRICE RECEIVED, MEASURED IN $ / LB",0.73,$ / LB
2018,JUN,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",0.931,$ / DOZEN
2018,MAR,"CHICKENS, BROILERS - PRICE RECEIVED, MEASURED IN $ / LB",0.6,$ / LB
2018,MAR,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",1.89,$ / DOZEN
2018,MAY,"CHICKENS, BROILERS - PRICE RECEIVED, MEASURED IN $ / LB",0.72,$ / LB
2018,MAY,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",0.848,$ / DOZEN
2018,NOV,"CHICKENS, BROILERS - PRICE RECEIVED, MEASURED IN $ / LB",0.49,$ / LB
2018,NOV,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",1.08,$ / DOZEN
2018,OCT,"CHICKENS, BROILERS - PRICE RECEIVED, MEASURED IN $ / LB",0.46,$ / LB
2018,OCT,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",0.953,$ / DOZEN
2018,SEP,"CHICKENS, BROILERS - PRICE RECEIVED, MEASURED IN $ / LB",0.46,$ / LB
2018,SEP,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",0.91,$ / DOZEN
2018,YEAR,"CHICKENS, BROILERS - PRICE RECEIVED, MEASURED IN $ / LB",0.569,$ / LB
2018,YEAR,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",1.15,$ / DOZEN
2019,APR,"CHICKENS, BROILERS - PRICE RECEIVED, MEASURED IN $ / LB",0.55,$ / LB
2019,APR,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",0.614,$ / DOZEN
2019,AUG,"CHICKENS, BROILERS - PRICE RECEIVED, MEASURED IN $ / LB",0.421,$ / LB
2019,AUG,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",0.808,$ / DOZEN
2019,DEC,"CHICKENS, BROILERS - PRICE RECEIVED, MEASURED IN $ / LB",0.449,$ / LB
2019,DEC,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",0.93,$ / DOZEN
2019,FEB,"CHICKENS, BROILERS - PRICE RECEIVED, MEASURED IN $ / LB",0.49,$ / LB
2019,FEB,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",0.888,$ / DOZEN
2019,JAN,"CHICKENS, BROILERS - PRICE RECEIVED, MEASURED IN $ / LB",0.56,$ / LB
2019,JAN,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",0.983,$ / DOZEN
2019,JUL,"CHICKENS, BROILERS - PRICE RECEIVED, MEASURED IN $ / LB",0.487,$ / LB
2019,JUL,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",0.507,$ / DOZEN
2019,JUN,"CHICKENS, BROILERS - PRICE RECEIVED, MEASURED IN $ / LB",0.54,$ / LB
2019,JUN,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",0.654,$ / DOZEN
2019,MAR,"CHICKENS, BROILERS - PRICE RECEIVED, MEASURED IN $ / LB",0.51,$ / LB
2019,MAR,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",0.818,$ / DOZEN
2019,MARKETING YEAR,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",0.777,$ / DOZEN
2019,MAY,"CHICKENS, BROILERS - PRICE RECEIVED, MEASURED IN $ / LB",0.57,$ / LB
2019,MAY,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",0.483,$ / DOZEN
2019,NOV,"CHICKENS, BROILERS - PRICE RECEIVED, MEASURED IN $ / LB",0.403,$ / LB
2019,NOV,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",1.11,$ / DOZEN
2019,OCT,"CHICKENS, BROILERS - PRICE RECEIVED, MEASURED IN $ / LB",0.41,$ / LB
2019,OCT,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",0.684,$ / DOZEN
2019,SEP,"CHICKENS, BROILERS - PRICE RECEIVED, MEASURED IN $ / LB",0.391,$ / LB
