trade_date,corn_per_ton,soymeal_per_ton,calcium_per_ton,other_per_ton,ration_cost,layer_feed_index,source_type,source_note
2022-09-14,243.6607142,423.1,5.1,16.35,257.23317851400003,131.67321847651988,layerfeed_workbook_seed,Reconstructed from LayerFeed.xlsx workbook supplied by user; workbook formula mirrors CME-derived corn and soybean meal inputs.
2022-09-15,241.9642856,428,5.1,16.35,257.17457135200004,131.64321848316405,layerfeed_workbook_seed,Reconstructed from LayerFeed.xlsx workbook supplied by user; workbook formula mirrors CME-derived corn and soybean meal inputs.
2022-09-16,241.8749999,421.7,5.1,16.35,255.728749933,130.90312748603142,layerfeed_workbook_seed,Reconstructed from LayerFeed.xlsx workbook supplied by user; workbook formula mirrors CME-derived corn and soybean meal inputs.
2022-09-19,242.2321428,429.3,5.1,16.35,257.640035676,131.88148162628244,layerfeed_workbook_seed,Reconstructed from LayerFeed.xlsx workbook supplied by user; workbook formula mirrors CME-derived corn and soybean meal inputs.
2022-09-20,247.142857,439.4,5.1,16.35,263.15221419,134.7030705439655,layerfeed_workbook_seed,Reconstructed from LayerFeed.xlsx workbook supplied by user; workbook formula mirrors CME-derived corn and soybean meal inputs.
2022-09-21,244.8214285,438.8,5.1,16.35,261.464857095,133.8393416086029,layerfeed_workbook_seed,Reconstructed from LayerFeed.xlsx workbook supplied by user; workbook formula mirrors CME-derived corn and soybean meal inputs.
2022-09-22,245.8035713,428.9,5.1,16.35,259.944892771,133.0612981397676,layerfeed_workbook_seed,Reconstructed from LayerFeed.xlsx workbook supplied by user; workbook formula mirrors CME-derived corn and soybean meal inputs.
2022-09-23,241.6964285,423.3,5.1,16.35,255.961107095,131.0220671015715,layerfeed_workbook_seed,Reconstructed from LayerFeed.xlsx workbook supplied by user; workbook formula mirrors CME-derived corn and soybean meal inputs.
2022-09-26,237.9464285,417.5,5.1,16.35,252.172607095,129.0827994259161,layerfeed_workbook_seed,Reconstructed from LayerFeed.xlsx workbook supplied by user; workbook formula mirrors CME-derived corn and soybean meal inputs.
2022-09-27,238.392857,413.6,5.1,16.35,251.61371418999997,128.79671180685324,layerfeed_workbook_seed,Reconstructed from LayerFeed.xlsx workbook supplied by user; workbook formula mirrors CME-derived corn and soybean meal inputs.
2022-09-28,239.4642856,412.7,5.1,16.35,252.13357135200002,129.06281770370546,layerfeed_workbook_seed,Reconstructed from LayerFeed.xlsx workbook supplied by user; workbook formula mirrors CME-derived corn and soybean meal inputs.
2022-09-29,239.1071428,407.2,5.1,16.35,250.684285676,128.32095341328517,layerfeed_workbook_seed,Reconstructed from LayerFeed.xlsx workbook supplied by user; workbook formula mirrors CME-derived corn and soybean meal inputs.
2022-09-30,241.9642856,403,5.1,16.35,251.674571352,128.82786353632366,layerfeed_workbook_seed,Reconstructed from LayerFeed.xlsx workbook supplied by user; workbook formula mirrors CME-derived corn and soybean meal inputs.
2022-10-03,243.1249999,405.3,5.1,16.35,252.958249933,129.48495641690027,layerfeed_workbook_seed,Reconstructed from LayerFeed.xlsx workbook supplied by user; workbook formula mirrors CME-derived corn and soybean meal inputs.
2022-10-04,243.9285713,401.5,5.1,16.35,252.660642771,129.33261645403633,layerfeed_workbook_seed,Reconstructed from LayerFeed.xlsx workbook supplied by user; workbook formula mirrors CME-derived corn and soybean meal inputs.
2022-10-05,244.2857142,398.5,5.1,16.35,252.239928514,129.117260096827,layerfeed_workbook_seed,Reconstructed from LayerFeed.xlsx workbook supplied by user; workbook formula mirrors CME-derived corn and soybean meal inputs.
2022-10-06,241.2499999,393.4,5.1,16.35,249.083999933,127.50179479821006,layerfeed_workbook_seed,Reconstructed from LayerFeed.xlsx workbook supplied by user; workbook formula mirrors CME-derived corn and soybean meal inputs.
2022-10-07,244.017857,400.7,5.1,16.35,252.54446418999999,129.27314664626627,layerfeed_workbook_seed,Reconstructed from LayerFeed.xlsx workbook supplied by user; workbook formula mirrors CME-derived corn and soybean meal inputs.
2022-10-10,249.3749999,405.7,5.1,16.35,257.233749933,131.67351097603046,layerfeed_workbook_seed,Reconstructed from LayerFeed.xlsx workbook supplied by user; workbook formula mirrors CME-derived corn and soybean meal inputs.
2022-10-11,247.4999999,406,5.1,16.35,256.043499933,131.06424257139832,layerfeed_workbook_seed,Reconstructed from LayerFeed.xlsx workbook supplied by user; workbook formula mirrors CME-derived corn and soybean meal inputs.
2022-10-12,247.4999999,414.3,5.1,16.35,257.86949993300004,131.99894041374935,layerfeed_workbook_seed,Reconstructed from LayerFeed.xlsx workbook supplied by user; workbook formula mirrors CME-derived corn and soybean meal inputs.
2022-10-13,249.1964285,411,5.1,16.35,258.280107095,132.20912312370294,layerfeed_workbook_seed,Reconstructed from LayerFeed.xlsx workbook supplied by user; workbook formula mirrors CME-derived corn and soybean meal inputs.
2022-10-14,246.3392856,411.1,5.1,16.35,256.387821352,131.24049475508647,layerfeed_workbook_seed,Reconstructed from LayerFeed.xlsx workbook supplied by user; workbook formula mirrors CME-derived corn and soybean meal inputs.
2022-10-17,244.1071428,411,5.1,16.35,254.870285676,130.4636944691895,layerfeed_workbook_seed,Reconstructed from LayerFeed.xlsx workbook supplied by user; workbook formula mirrors CME-derived corn and soybean meal inputs.
2022-10-18,243.2142856,401.8,5.1,16.35,252.24807135199998,129.12142827487148,layerfeed_workbook_seed,Reconstructed from LayerFeed.xlsx workbook supplied by user; workbook formula mirrors CME-derived corn and soybean meal inputs.
2022-10-19,242.2321428,401.7,5.1,16.35,251.568035676,128.77332976497067,layerfeed_workbook_seed,Reconstructed from LayerFeed.xlsx workbook supplied by user; workbook formula mirrors CME-derived corn and soybean meal inputs.
2022-10-20,244.2857142,413.3,5.1,16.35,255.49592851399998,130.7839502253565,layerfeed_workbook_seed,Reconstructed from LayerFeed.xlsx workbook supplied by user; workbook formula mirrors CME-derived corn and soybean meal inputs.
2022-10-21,244.3749999,417.9,5.1,16.35,256.567749933,131.332597086104,layerfeed_workbook_seed,Reconstructed from LayerFeed.xlsx workbook supplied by user; workbook formula mirrors CME-derived corn and soybean meal inputs.
2022-10-24,243.392857,408.7,5.1,16.35,253.88571419000002,129.95970934125714,layerfeed_workbook_seed,Reconstructed from LayerFeed.xlsx workbook supplied by user; workbook formula mirrors CME-derived corn and soybean meal inputs.
2022-10-25,245.0892856,415.6,5.1,16.35,256.54032135200003,131.3185568695216,layerfeed_workbook_seed,Reconstructed from LayerFeed.xlsx workbook supplied by user; workbook formula mirrors CME-derived corn and soybean meal inputs.
2022-10-26,244.642857,408.7,5.1,16.35,254.72321419,130.38841111725327,layerfeed_workbook_seed,Reconstructed from LayerFeed.xlsx workbook supplied by user; workbook formula mirrors CME-derived corn and soybean meal inputs.
2022-10-27,243.6607142,415.4,5.1,16.35,255.53917851399999,130.806089152893,layerfeed_workbook_seed,Reconstructed from LayerFeed.xlsx workbook supplied by user; workbook formula mirrors CME-derived corn and soybean meal inputs.
2022-10-28,243.1249999,425.4,5.1,16.35,257.380249933,131.74850179415995,layerfeed_workbook_seed,Reconstructed from LayerFeed.xlsx workbook supplied by user; workbook formula mirrors CME-derived corn and soybean meal inputs.
2022-10-31,246.9642856,428.1,5.1,16.35,260.54657135200006,133.36928700693602,layerfeed_workbook_seed,Reconstructed from LayerFeed.xlsx workbook supplied by user; workbook formula mirrors CME-derived corn and soybean meal inputs.
2022-11-01,249.1964285,424.8,5.1,16.35,261.316107095,133.7631990543588,layerfeed_workbook_seed,Reconstructed from LayerFeed.xlsx workbook supplied by user; workbook formula mirrors CME-derived corn and soybean meal inputs.
2022-11-02,245.5357142,424.5,5.1,16.35,258.79742851400005,132.47393101753715,layerfeed_workbook_seed,Reconstructed from LayerFeed.xlsx workbook supplied by user; workbook formula mirrors CME-derived corn and soybean meal inputs.
2022-11-03,242.5892856,414.3,5.1,16.35,254.579321352,130.3147548602936,layerfeed_workbook_seed,Reconstructed from LayerFeed.xlsx workbook supplied by user; workbook formula mirrors CME-derived corn and soybean meal inputs.
2022-11-04,243.2142856,420.4,5.1,16.35,256.340071352,131.2160523553207,layerfeed_workbook_seed,Reconstructed from LayerFeed.xlsx workbook supplied by user; workbook formula mirrors CME-derived corn and soybean meal inputs.
2022-11-07,241.3392856,419,5.1,16.35,254.775821352,130.41533981430345,layerfeed_workbook_seed,Reconstructed from LayerFeed.xlsx workbook supplied by user; workbook formula mirrors CME-derived corn and soybean meal inputs.
2022-11-08,238.392857,419.3,5.1,16.35,252.86771419,129.43861273473283,layerfeed_workbook_seed,Reconstructed from LayerFeed.xlsx workbook supplied by user; workbook formula mirrors CME-derived corn and soybean meal inputs.
2022-11-09,237.3214285,417.6,5.1,16.35,251.77585709499996,128.8797099577054,layerfeed_workbook_seed,Reconstructed from LayerFeed.xlsx workbook supplied by user; workbook formula mirrors CME-derived corn and soybean meal inputs.
2022-11-10,233.3035713,404.1,5.1,16.35,246.11389277099997,125.98144827254046,layerfeed_workbook_seed,Reconstructed from LayerFeed.xlsx workbook supplied by user; workbook formula mirrors CME-derived corn and soybean meal inputs.
2022-11-11,234.9999999,403.6,5.1,16.35,247.140499933,126.50695073654019,layerfeed_workbook_seed,Reconstructed from LayerFeed.xlsx workbook supplied by user; workbook formula mirrors CME-derived corn and soybean meal inputs.
2022-11-14,235.4464285,402.2,5.1,16.35,247.13160709499996,126.5023986464575,layerfeed_workbook_seed,Reconstructed from LayerFeed.xlsx workbook supplied by user; workbook formula mirrors CME-derived corn and soybean meal inputs.
2022-11-15,239.017857,407,5.1,16.35,250.58046419000001,128.26780898888546,layerfeed_workbook_seed,Reconstructed from LayerFeed.xlsx workbook supplied by user; workbook formula mirrors CME-derived corn and soybean meal inputs.
2022-11-16,238.392857,404,5.1,16.35,249.50171418999997,127.71561550726653,layerfeed_workbook_seed,Reconstructed from LayerFeed.xlsx workbook supplied by user; workbook formula mirrors CME-derived corn and soybean meal inputs.
2022-11-17,238.9285713,402.5,5.1,16.35,249.530642771,127.73042354792535,layerfeed_workbook_seed,Reconstructed from LayerFeed.xlsx workbook supplied by user; workbook formula mirrors CME-derived corn and soybean meal inputs.
2022-11-18,239.2857142,406.1,5.1,16.35,250.56192851400002,128.2583208966819,layerfeed_workbook_seed,Reconstructed from LayerFeed.xlsx workbook supplied by user; workbook formula mirrors CME-derived corn and soybean meal inputs.
2022-11-21,236.9642856,408,5.1,16.35,249.42457135200002,127.67612742170718,layerfeed_workbook_seed,Reconstructed from LayerFeed.xlsx workbook supplied by user; workbook formula mirrors CME-derived corn and soybean meal inputs.
2022-11-22,235.4464285,405,5.1,16.35,247.74760709499998,126.81771840050362,layerfeed_workbook_seed,Reconstructed from LayerFeed.xlsx workbook supplied by user; workbook formula mirrors CME-derived corn and soybean meal inputs.
2022-11-23,237.9464285,407.4,5.1,16.35,249.95060709499998,127.94539602739259,layerfeed_workbook_seed,Reconstructed from LayerFeed.xlsx workbook supplied by user; workbook formula mirrors CME-derived corn and soybean meal inputs.
2022-11-25,239.7321428,406.3,5.1,16.35,250.90503567599998,128.43395152319698,layerfeed_workbook_seed,Reconstructed from LayerFeed.xlsx workbook supplied by user; workbook formula mirrors CME-derived corn and soybean meal inputs.
2022-11-28,239.7321428,411.7,5.1,16.35,252.09303567599997,129.0420681917145,layerfeed_workbook_seed,Reconstructed from LayerFeed.xlsx workbook supplied by user; workbook formula mirrors CME-derived corn and soybean meal inputs.
2022-11-29,239.1071428,407.6,5.1,16.35,250.772285676,128.3659990924346,layerfeed_workbook_seed,Reconstructed from LayerFeed.xlsx workbook supplied by user; workbook formula mirrors CME-derived corn and soybean meal inputs.
2022-11-30,238.2142856,417.8,5.1,16.35,252.418071352,129.20844833686473,layerfeed_workbook_seed,Reconstructed from LayerFeed.xlsx workbook supplied by user; workbook formula mirrors CME-derived corn and soybean meal inputs.
2022-12-01,235.892857,421.6,5.1,16.35,251.69871419,128.84022183784987,layerfeed_workbook_seed,Reconstructed from LayerFeed.xlsx workbook supplied by user; workbook formula mirrors CME-derived corn and soybean meal inputs.
2022-12-02,230.8035713,424.1,5.1,16.35,248.838892771,127.37632867802047,layerfeed_workbook_seed,Reconstructed from LayerFeed.xlsx workbook supplied by user; workbook formula mirrors CME-derived corn and soybean meal inputs.
2022-12-05,228.7499999,432.1,5.1,16.35,249.222999933,127.57294649595748,layerfeed_workbook_seed,Reconstructed from LayerFeed.xlsx workbook supplied by user; workbook formula mirrors CME-derived corn and soybean meal inputs.
2022-12-06,227.5892856,445.9,5.1,16.35,251.48132135199998,128.72894220114605,layerfeed_workbook_seed,Reconstructed from LayerFeed.xlsx workbook supplied by user; workbook formula mirrors CME-derived corn and soybean meal inputs.
2022-12-07,229.0178571,457,5.1,16.35,254.880464257,130.46890470889315,layerfeed_workbook_seed,Reconstructed from LayerFeed.xlsx workbook supplied by user; workbook formula mirrors CME-derived corn and soybean meal inputs.
2022-12-08,229.4642856,462.4,5.1,16.35,256.367571352,131.23012913005493,layerfeed_workbook_seed,Reconstructed from LayerFeed.xlsx workbook supplied by user; workbook formula mirrors CME-derived corn and soybean meal inputs.
2022-12-09,229.9999999,468.6,5.1,16.35,258.09049993300005,132.11206649434058,layerfeed_workbook_seed,Reconstructed from LayerFeed.xlsx workbook supplied by user; workbook formula mirrors CME-derived corn and soybean meal inputs.
2022-12-12,233.5714285,448.4,5.1,16.35,256.039357095,131.0621219242243,layerfeed_workbook_seed,Reconstructed from LayerFeed.xlsx workbook supplied by user; workbook formula mirrors CME-derived corn and soybean meal inputs.
2022-12-13,233.392857,449.9,5.1,16.35,256.24971419,131.16980008568086,layerfeed_workbook_seed,Reconstructed from LayerFeed.xlsx workbook supplied by user; workbook formula mirrors CME-derived corn and soybean meal inputs.
2022-12-14,232.3214285,456.2,5.1,16.35,256.91785709500004,131.51181089164234,layerfeed_workbook_seed,Reconstructed from LayerFeed.xlsx workbook supplied by user; workbook formula mirrors CME-derived corn and soybean meal inputs.
2022-12-15,233.392857,452.6,5.1,16.35,256.84371419,131.47385841993963,layerfeed_workbook_seed,Reconstructed from LayerFeed.xlsx workbook supplied by user; workbook formula mirrors CME-derived corn and soybean meal inputs.
2022-12-16,233.2142856,460.2,5.1,16.35,258.39607135200004,132.26848322272141,layerfeed_workbook_seed,Reconstructed from LayerFeed.xlsx workbook supplied by user; workbook formula mirrors CME-derived corn and soybean meal inputs.
2022-12-19,231.1607142,446.1,5.1,16.35,253.918178514,129.97632726765153,layerfeed_workbook_seed,Reconstructed from LayerFeed.xlsx workbook supplied by user; workbook formula mirrors CME-derived corn and soybean meal inputs.
2022-12-20,232.8571428,449.3,5.1,16.35,255.758785676,130.9185022637836,layerfeed_workbook_seed,Reconstructed from LayerFeed.xlsx workbook supplied by user; workbook formula mirrors CME-derived corn and soybean meal inputs.
2022-12-21,236.517857,452.7,5.1,16.35,258.95946419,132.55687427971736,layerfeed_workbook_seed,Reconstructed from LayerFeed.xlsx workbook supplied by user; workbook formula mirrors CME-derived corn and soybean meal inputs.
2022-12-22,235.892857,448.3,5.1,16.35,257.57271419000006,131.8470209210754,layerfeed_workbook_seed,Reconstructed from LayerFeed.xlsx workbook supplied by user; workbook formula mirrors CME-derived corn and soybean meal inputs.
2022-12-23,237.9464285,451.3,5.1,16.35,259.608607095,132.8891593140443,layerfeed_workbook_seed,Reconstructed from LayerFeed.xlsx workbook supplied by user; workbook formula mirrors CME-derived corn and soybean meal inputs.
2022-12-27,240.9821428,447.8,5.1,16.35,260.87253567600004,133.53614251094817,layerfeed_workbook_seed,Reconstructed from LayerFeed.xlsx workbook supplied by user; workbook formula mirrors CME-derived corn and soybean meal inputs.
2022-12-28,243.8392856,461.3,5.1,16.35,265.75682135200003,136.03632393634962,layerfeed_workbook_seed,Reconstructed from LayerFeed.xlsx workbook supplied by user; workbook formula mirrors CME-derived corn and soybean meal inputs.
2022-12-29,242.6785713,458.5,5.1,16.35,264.363142771,135.3229239568362,layerfeed_workbook_seed,Reconstructed from LayerFeed.xlsx workbook supplied by user; workbook formula mirrors CME-derived corn and soybean meal inputs.
2022-12-30,242.3214285,471,5.1,16.35,266.87385709500006,136.608115228141,layerfeed_workbook_seed,Reconstructed from LayerFeed.xlsx workbook supplied by user; workbook formula mirrors CME-derived corn and soybean meal inputs.
2023-01-03,239.4642856,465.1,5.1,16.35,263.661571352,134.96380167228284,layerfeed_workbook_seed,Reconstructed from LayerFeed.xlsx workbook supplied by user; workbook formula mirrors CME-derived corn and soybean meal inputs.
2023-01-04,233.4821428,462.7,5.1,16.35,259.125535676,132.64188340328812,layerfeed_workbook_seed,Reconstructed from LayerFeed.xlsx workbook supplied by user; workbook formula mirrors CME-derived corn and soybean meal inputs.
2023-01-05,233.1249999,464.9,5.1,16.35,259.370249933,132.76714840219856,layerfeed_workbook_seed,Reconstructed from LayerFeed.xlsx workbook supplied by user; workbook formula mirrors CME-derived corn and soybean meal inputs.
2023-01-06,233.5714285,477.6,5.1,16.35,262.463357095,134.35045650213382,layerfeed_workbook_seed,Reconstructed from LayerFeed.xlsx workbook supplied by user; workbook formula mirrors CME-derived corn and soybean meal inputs.
2023-01-09,233.1249999,470.3,5.1,16.35,260.55824993300007,133.3752650707161,layerfeed_workbook_seed,Reconstructed from LayerFeed.xlsx workbook supplied by user; workbook formula mirrors CME-derived corn and soybean meal inputs.
2023-01-10,233.9285713,468.9,5.1,16.35,260.788642771,133.49319918274878,layerfeed_workbook_seed,Reconstructed from LayerFeed.xlsx workbook supplied by user; workbook formula mirrors CME-derived corn and soybean meal inputs.
2023-01-11,234.2857142,474.6,5.1,16.35,262.281928514,134.2575863470399,layerfeed_workbook_seed,Reconstructed from LayerFeed.xlsx workbook supplied by user; workbook formula mirrors CME-derived corn and soybean meal inputs.
2023-01-12,239.642857,481.3,5.1,16.35,267.34521419000004,136.8493947788931,layerfeed_workbook_seed,Reconstructed from LayerFeed.xlsx workbook supplied by user; workbook formula mirrors CME-derived corn and soybean meal inputs.
2023-01-13,241.0714285,476.3,5.1,16.35,267.202357095,136.77626870087502,layerfeed_workbook_seed,Reconstructed from LayerFeed.xlsx workbook supplied by user; workbook formula mirrors CME-derived corn and soybean meal inputs.
2023-01-17,244.7321428,481.2,5.1,16.35,270.733035676,138.58356204791528,layerfeed_workbook_seed,Reconstructed from LayerFeed.xlsx workbook supplied by user; workbook formula mirrors CME-derived corn and soybean meal inputs.
2023-01-18,243.3035713,478.1,5.1,16.35,269.093892771,137.7445131231571,layerfeed_workbook_seed,Reconstructed from LayerFeed.xlsx workbook supplied by user; workbook formula mirrors CME-derived corn and soybean meal inputs.
2023-01-19,241.8749999,471.2,5.1,16.35,266.618749933,136.47753028077534,layerfeed_workbook_seed,Reconstructed from LayerFeed.xlsx workbook supplied by user; workbook formula mirrors CME-derived corn and soybean meal inputs.
2023-01-20,241.517857,463.7,5.1,16.35,264.72946419,135.5104375603117,layerfeed_workbook_seed,Reconstructed from LayerFeed.xlsx workbook supplied by user; workbook formula mirrors CME-derived corn and soybean meal inputs.
2023-01-23,237.9464285,461.9,5.1,16.35,261.940607095,134.0828698115046,layerfeed_workbook_seed,Reconstructed from LayerFeed.xlsx workbook supplied by user; workbook formula mirrors CME-derived corn and soybean meal inputs.
2023-01-24,241.7857142,459.8,5.1,16.35,264.050928514,135.16310687448728,layerfeed_workbook_seed,Reconstructed from LayerFeed.xlsx workbook supplied by user; workbook formula mirrors CME-derived corn and soybean meal inputs.
2023-01-25,240.9821428,465.5,5.1,16.35,264.766535676,135.5294138133111,layerfeed_workbook_seed,Reconstructed from LayerFeed.xlsx workbook supplied by user; workbook formula mirrors CME-derived corn and soybean meal inputs.
2023-01-26,243.7499999,477.1,5.1,16.35,269.172999933,137.7850067122239,layerfeed_workbook_seed,Reconstructed from LayerFeed.xlsx workbook supplied by user; workbook formula mirrors CME-derived corn and soybean meal inputs.
2023-01-27,243.9285713,473.5,5.1,16.35,268.500642771,137.44083870093655,layerfeed_workbook_seed,Reconstructed from LayerFeed.xlsx workbook supplied by user; workbook formula mirrors CME-derived corn and soybean meal inputs.
2023-01-30,244.1964285,488.7,5.1,16.35,272.02410709500003,139.2444391944982,layerfeed_workbook_seed,Reconstructed from LayerFeed.xlsx workbook supplied by user; workbook formula mirrors CME-derived corn and soybean meal inputs.
2023-01-31,242.767857,484.2,5.1,16.35,270.07696419,138.24773039271693,layerfeed_workbook_seed,Reconstructed from LayerFeed.xlsx workbook supplied by user; workbook formula mirrors CME-derived corn and soybean meal inputs.
2023-02-01,243.2142856,484.7,5.1,16.35,270.486071352,138.4571452785941,layerfeed_workbook_seed,Reconstructed from LayerFeed.xlsx workbook supplied by user; workbook formula mirrors CME-derived corn and soybean meal inputs.
2023-02-02,241.1607142,491.8,5.1,16.35,270.67217851400005,138.55241031844488,layerfeed_workbook_seed,Reconstructed from LayerFeed.xlsx workbook supplied by user; workbook formula mirrors CME-derived corn and soybean meal inputs.
2023-02-03,241.9642856,496.5,5.1,16.35,272.24457135200004,139.35729103750663,layerfeed_workbook_seed,Reconstructed from LayerFeed.xlsx workbook supplied by user; workbook formula mirrors CME-derived corn and soybean meal inputs.
2023-02-06,242.4999999,489,5.1,16.35,270.95349993300005,138.69641389092376,layerfeed_workbook_seed,Reconstructed from LayerFeed.xlsx workbook supplied by user; workbook formula mirrors CME-derived corn and soybean meal inputs.
2023-02-07,240.7142856,481.4,5.1,16.35,268.08507135200006,137.22811487361892,layerfeed_workbook_seed,Reconstructed from LayerFeed.xlsx workbook supplied by user; workbook formula mirrors CME-derived corn and soybean meal inputs.
2023-02-08,242.3214285,469.6,5.1,16.35,266.56585709500007,136.45045535111797,layerfeed_workbook_seed,Reconstructed from LayerFeed.xlsx workbook supplied by user; workbook formula mirrors CME-derived corn and soybean meal inputs.
2023-02-09,239.5535713,478,5.1,16.35,266.55939277100003,136.44714637538132,layerfeed_workbook_seed,Reconstructed from LayerFeed.xlsx workbook supplied by user; workbook formula mirrors CME-derived corn and soybean meal inputs.
2023-02-10,243.0357142,480.2,5.1,16.35,269.376428514,137.88913828710517,layerfeed_workbook_seed,Reconstructed from LayerFeed.xlsx workbook supplied by user; workbook formula mirrors CME-derived corn and soybean meal inputs.
2023-02-13,244.642857,485.4,5.1,16.35,271.59721419,139.0259200941595,layerfeed_workbook_seed,Reconstructed from LayerFeed.xlsx workbook supplied by user; workbook formula mirrors CME-derived corn and soybean meal inputs.
2023-02-14,242.767857,482.5,5.1,16.35,269.70296419,138.0562862563318,layerfeed_workbook_seed,Reconstructed from LayerFeed.xlsx workbook supplied by user; workbook formula mirrors CME-derived corn and soybean meal inputs.
2023-02-15,240.7142856,474.9,5.1,16.35,266.65507135200005,136.49612258744042,layerfeed_workbook_seed,Reconstructed from LayerFeed.xlsx workbook supplied by user; workbook formula mirrors CME-derived corn and soybean meal inputs.
2023-02-16,241.0714285,475.2,5.1,16.35,266.960357095,136.65239308321404,layerfeed_workbook_seed,Reconstructed from LayerFeed.xlsx workbook supplied by user; workbook formula mirrors CME-derived corn and soybean meal inputs.
2023-02-17,241.9642856,474.9,5.1,16.35,267.492571352,136.92482436343656,layerfeed_workbook_seed,Reconstructed from LayerFeed.xlsx workbook supplied by user; workbook formula mirrors CME-derived corn and soybean meal inputs.
2023-02-21,243.0357142,481.6,5.1,16.35,269.68442851400005,138.04679816412823,layerfeed_workbook_seed,Reconstructed from LayerFeed.xlsx workbook supplied by user; workbook formula mirrors CME-derived corn and soybean meal inputs.
2023-02-22,240.8035713,477.5,5.1,16.35,267.286892771,136.81954105244066,layerfeed_workbook_seed,Reconstructed from LayerFeed.xlsx workbook supplied by user; workbook formula mirrors CME-derived corn and soybean meal inputs.
2023-02-23,235.4464285,478,5.1,16.35,263.807607095,135.03855484527747,layerfeed_workbook_seed,Reconstructed from LayerFeed.xlsx workbook supplied by user; workbook formula mirrors CME-derived corn and soybean meal inputs.
2023-02-24,231.8749999,480,5.1,16.35,261.854749933,134.03892101409397,layerfeed_workbook_seed,Reconstructed from LayerFeed.xlsx workbook supplied by user; workbook formula mirrors CME-derived corn and soybean meal inputs.
2023-02-27,229.8214285,481.8,5.1,16.35,260.87485709500004,133.5373308052146,layerfeed_workbook_seed,Reconstructed from LayerFeed.xlsx workbook supplied by user; workbook formula mirrors CME-derived corn and soybean meal inputs.
2023-02-28,225.0892856,467.1,5.1,16.35,254.470321352,130.2589596440744,layerfeed_workbook_seed,Reconstructed from LayerFeed.xlsx workbook supplied by user; workbook formula mirrors CME-derived corn and soybean meal inputs.
2023-03-01,227.0535713,470.3,5.1,16.35,256.490392771,131.29299929179302,layerfeed_workbook_seed,Reconstructed from LayerFeed.xlsx workbook supplied by user; workbook formula mirrors CME-derived corn and soybean meal inputs.
2023-03-02,226.3392856,472.3,5.1,16.35,256.451821352,131.27325524901335,layerfeed_workbook_seed,Reconstructed from LayerFeed.xlsx workbook supplied by user; workbook formula mirrors CME-derived corn and soybean meal inputs.
2023-03-03,228.4821428,481.3,5.1,16.35,259.86753567600005,133.0217003797528,layerfeed_workbook_seed,Reconstructed from LayerFeed.xlsx workbook supplied by user; workbook formula mirrors CME-derived corn and soybean meal inputs.
